black (Safe 16 SVG Hex3),#000000,0,0,0
darktan,#97694F,151,105,79
darkslategray1,#97FFFF,151,255,255
avocado,#98A148,152,161,72
cadetblue1,#98F5FF,152,245,255
palegreen (SVG),#98FB98,152,251,152
truepurple (Safe Hex3),#990099,153,0,153
bordeaux,#99182C,153,24,44
darkorchid (SVG),#9932CC,153,50,204
darkorchid,#9932CD,153,50,205
chocolate (Safe Hex3),#993300,153,51,0
gray60 (Safe Hex3),#999999,153,153,153
yellowgreen2,#99CC32,153,204,50
wavecrest,#99CDC9,153,205,201
darkorchid3,#9A32CD,154,50,205
light blue3,#9AC0CD,154,192,205
yellowgreen (SVG),#9ACD32,154,205,50
palegreen1,#9AFF9A,154,255,154
purple1,#9B30FF,155,48,255
cerulean blue,#9BC4E2,155,196,226
darkseagreen3,#9BCD9B,155,205,155
brick,#9C661F,156,102,31
purple ink,#9C6B98,156,107,152
gray61,#9C9C9C,156,156,156
cantaloupe,#9CA998,156,169,152
mint candy,#9CBA7F,156,186,127
jolly green,#9CCB19,156,203,25
red delicious apple,#9D1309,157,19,9
amethyst,#9D6B84,157,107,132
canvas,#9D8851,157,136,81
camo3,#9DB68C,157,182,140
burgundy,#9E0508,158,5,8
gray62,#9E9E9E,158,158,158
blueviolet,#9F5F9F,159,95,159
latte,#9F703A,159,112,58
medium purple2,#9F79EE,159,121,238
khaki,#9F9F5F,159,159,95
slategray3,#9FB6CD,159,182,205
purple,#A020F0,160,32,240
bing cherry,#A02422,160,36,34
sienna (SVG),#A0522D,160,82,45
gray63,#A1A1A1,161,161,161
smyrna purple,#A2627A,162,98,122
light steelblue3,#A2B5CD,162,181,205
kermit,#A2BC13,162,188,19
avacado,#A2C257,162,194,87
sweet potato vine,#A2C93A,162,201,58
darkolivegreen3,#A2CD5A,162,205,90
beige dark,#A39480,163,148,128
gray64,#A3A3A3,163,163,163
20 pound,#A46582,164,101,130
light skyblue2,#A4D3EE,164,211,238
liberty,#A4DCD1,164,220,209
brown (SVG),#A52A2A,165,42,42
bunny eye,#A5435C,165,67,92
brown,#A62A2A,166,42,42
bronzeii,#A67D3D,166,125,61
medium wood,#A68064,166,128,100
gray65,#A6A6A6,166,166,166
guacamole,#A6D785,166,215,133
turnip,#A74CAB,167,76,171
sandstone,#A78D84,167,141,132
gray66,#A8A8A8,168,168,168
darkgray (SVG),#A9A9A9,169,169,169
darkgrey (SVG),#A9A9A9,169,169,169
aluminum,#A9ACB6,169,172,182
camo2,#A9C9A4,169,201,164
purple6 (Hex3),#AA00FF,170,0,255
coffee,#AA5303,170,83,3
cinnamon (Hex3),#AA6600,170,102,0
sgilight gray (Hex3),#AAAAAA,170,170,170
periwinkle (Hex3),#AAAAFF,170,170,255
goldgreen (Hex3),#AADD00,170,221,0
medium purple1,#AB82FF,171,130,255
gray67,#ABABAB,171,171,171
organic tea,#AC7F24,172,127,36
gray68,#ADADAD,173,173,173
lightblue (SVG),#ADD8E6,173,216,230
turquoise,#ADEAEA,173,234,234
greenyellow (SVG),#ADFF2F,173,255,47
wasabi sauce,#AEBB51,174,187,81
paleturquoise2,#AEEEEE,174,238,238
sign red,#AF1E2D,175,30,45
cola,#AF4035,175,64,53
paleturquoise (SVG),#AFEEEE,175,238,238
indianred,#B0171F,176,23,31
maroonb0,#B03060,176,48,96
manatee gray,#B0A6A4,176,166,164
gray69,#B0B0B0,176,176,176
lightsteelblue (SVG),#B0C4DE,176,196,222
powderblue (SVG),#B0E0E6,176,224,230
light skyblue1,#B0E2FF,176,226,255
kidney bean,#B13E0F,177,62,15
firebrick (SVG),#B22222,178,34,34
darkorchid2,#B23AEE,178,58,238
purple fish,#B272A6,178,114,166
cappuccino,#B28647,178,134,71
shamrock shake,#B2D0B4,178,208,180
light blue2,#B2DFEE,178,223,238
jonathan apple,#B3432B,179,67,43
gray70,#B3B3B3,179,179,179
key lime pie,#B3C95A,179,201,90
olivedrab2,#B3EE3A,179,238,58
medium orchid3,#B452CD,180,82,205
light cyan3,#B4CDCD,180,205,205
vanilla mint,#B4D7BF,180,215,191
darkseagreen2,#B4EEB4,180,238,180
thistle,#B5509C,181,80,156
brass,#B5A642,181,166,66
gray71,#B5B5B5,181,181,181
harold's crayon,#B62084,182,32,132
cranberry,#B6316C,182,49,108
cafe au lait,#B67C3D,182,124,61
titanium,#B6AFA9,182,175,169
brushed aluminum,#B6C5BE,182,197,190
heather blue,#B7C3D0,183,195,208
new $20,#B7C8B6,183,200,182
red coat,#B81324,184,19,36
copper,#B87333,184,115,51
darkgoldenrod (SVG),#B8860B,184,134,11
gray72,#B8B8B8,184,184,184
slategray2,#B9D3EE,185,211,238
mediumorchid (SVG),#BA55D3,186,85,211
anjou pear,#BAAF07,186,175,7
gray73,#BABABA,186,186,186
braeburn apple,#BB2A3C,187,42,60
paleturquoise1 (Hex3),#BBFFFF,187,255,255
coconut shell,#BC7642,188,118,66
rosybrown (SVG),#BC8F8F,188,143,143
light steelblue2,#BCD2EE,188,210,238
chartreuse verte,#BCE937,188,233,55
green mist,#BCED91,188,237,145
darkolivegreen2,#BCEE68,188,238,104
purple candy,#BDA0CB,189,160,203
darkkhaki (SVG),#BDB76B,189,183,107
gray74,#BDBDBD,189,189,189
mint green,#BDFCC9,189,252,201
strawberry,#BE2625,190,38,37
gray,#BEBEBE,190,190,190
cat eye,#BEE554,190,229,84
darkorchid1,#BF3EFF,191,62,255
violet flower,#BF5FFF,191,95,255
gray75,#BFBFBF,191,191,191
light blue1,#BFEFFF,191,239,255
silver (16 SVG),#C0C0C0,192,192,192
lichen,#C0D9AF,192,217,175
light blue,#C0D9D9,192,217,217
olivedrab1,#C0FF3E,192,255,62
honeydew3,#C1CDC1,193,205,193
azure3,#C1CDCD,193,205,205
pastel blue,#C1F0F6,193,240,246
darkseagreen1,#C1FFC1,193,255,193
gray76,#C2C2C2,194,194,194
robin's egg,#C3E4ED,195,228,237
almond,#C48E48,196,142,72
gray77,#C4C4C4,196,196,196
sgibrightgray,#C5C1AA,197,193,170
mint ice cream,#C5E3BF,197,227,191
bacon,#C65D57,198,93,87
sgisalmon,#C67171,198,113,113
ash,#C6C3B5,198,195,181
slategray1,#C6E2FF,198,226,255
mediumvioletred (SVG),#C71585,199,21,133
chili powder,#C73F17,199,63,23
red roof,#C75D4D,199,93,77
rawsienna,#C76114,199,97,20
crema,#C76E06,199,110,6
goldochre,#C77826,199,120,38
gray78,#C7C7C7,199,199,199
ruby red,#C82536,200,37,54
safety vest,#C8F526,200,245,38
mocha latte,#C9AF94,201,175,148
gray79,#C9C9C9,201,201,201
light steelblue1,#CAE1FF,202,225,255
darkolivegreen1,#CAFF70,202,255,112
fog,#CBCAB6,203,202,182
grape (Safe Hex3),#CC00FF,204,0,255
bloodorange (Hex3),#CC1100,204,17,0
orange,#CC3232,204,50,50
violetred,#CC3299,204,50,153
apple,#CC4E5C,204,78,92
ochre (Hex3),#CC7722,204,119,34
gold5,#CC7F32,204,127,50
lavender (Safe Hex3),#CC99CC,204,153,204
ralphyellow (Safe Hex3),#CCCC00,204,204,0
gray80 (Safe Hex3),#CCCCCC,204,204,204
offwhiteblue (Safe Hex3),#CCCCFF,204,204,255
offwhitegreen (Safe Hex3),#CCFFCC,204,255,204
red3,#CD0000,205,0,0
magenta3,#CD00CD,205,0,205
deeppink3,#CD1076,205,16,118
firebrick3,#CD2626,205,38,38
maroon3,#CD2990,205,41,144
violetred3,#CD3278,205,50,120
brown3,#CD3333,205,51,51
orangered3,#CD3700,205,55,0
tomato3,#CD4F39,205,79,57
indianred3,#CD5555,205,85,85
coral3,#CD5B45,205,91,69
indianred (SVG),#CD5C5C,205,92,92
hotpink3,#CD6090,205,96,144
darkorange3,#CD6600,205,102,0
chocolate3,#CD661D,205,102,29
sienna3,#CD6839,205,104,57
palevioletred3,#CD6889,205,104,137
orchid3,#CD69C9,205,105,201
salmon3,#CD7054,205,112,84
gold6,#CD7F32,205,127,50
light salmon3,#CD8162,205,129,98
orange3,#CD8500,205,133,0
peru (SVG),#CD853F,205,133,63
light pink3,#CD8C95,205,140,149
pink3,#CD919E,205,145,158
darkgoldenrod3,#CD950C,205,149,12
plum3,#CD96CD,205,150,205
goldenrod3,#CD9B1D,205,155,29
rosybrown3,#CD9B9B,205,155,155
burlywood3,#CDAA7D,205,170,125
bartlett pear,#CDAB2D,205,171,45
gold3,#CDAD00,205,173,0
peachpuff3,#CDAF95,205,175,149
navajowhite3,#CDB38B,205,179,139
thistle3,#CDB5CD,205,181,205
bisque3,#CDB79E,205,183,158
mistyrose3,#CDB7B5,205,183,181
wheat3,#CDBA96,205,186,150
light goldenrod3,#CDBE70,205,190,112
antiquewhite3,#CDC0B0,205,192,176
lavenderblush3,#CDC1C5,205,193,197
seashell3,#CDC5BF,205,197,191
khaki3,#CDC673,205,198,115
cornsilk3,#CDC8B1,205,200,177
lemonchiffon3,#CDC9A5,205,201,165
snow3,#CDC9C9,205,201,201
yellow3,#CDCD00,205,205,0
light yellow3,#CDCDB4,205,205,180
ivory3,#CDCDC1,205,205,193
verylight grey,#CDCDCD,205,205,205
fire truck green,#CDD704,205,215,4
iceberg lettuce,#CDE472,205,228,114
green grape,#CECC15,206,204,21
oldgold,#CFB53B,207,181,59
gray81,#CFCFCF,207,207,207
celery,#CFD784,207,215,132
camo1,#CFDBC5,207,219,197
violetred,#D02090,208,32,144
conch,#D0A9AA,208,169,170
battleship,#D0D2C4,208,210,196
green card,#D0FAEE,208,250,238
medium orchid2,#D15FEE,209,95,238
feldspar,#D19275,209,146,117
gray82,#D1D1D1,209,209,209
pear,#D1E231,209,226,49
light cyan2,#D1EEEE,209,238,238
chocolate (SVG),#D2691E,210,105,30
tan (SVG),#D2B48C,210,180,140
pink glass,#D3BECF,211,190,207
lightgrey (SVG),#D3D3D3,211,211,211
lightgray (SVG),#D3D3D3,211,211,211
venetianred,#D41A1F,212,26,31
barney,#D4318C,212,49,140
englishred,#D43D1A,212,61,26
chili,#D44942,212,73,66
gray83,#D4D4D4,212,212,212
limepulp,#D4ED91,212,237,145
orange candy,#D5B77A,213,183,122
fuji apple,#D66F62,214,111,98
lemon,#D6C537,214,197,55
gray84,#D6D6D6,214,214,214
thistle (SVG),#D8BFD8,216,191,216
wheat,#D8D8BF,216,216,191
cool copper,#D98719,217,135,25
brightgold,#D9D919,217,217,25
gray85,#D9D9D9,217,217,217
quartz,#D9D9F3,217,217,243
orchid (SVG),#DA70D6,218,112,214
goldenrod (SVG),#DAA520,218,165,32
blue ice,#DAF4F0,218,244,240
permanent redviolet,#DB2645,219,38,69
brownmadder,#DB2929,219,41,41
palevioletred (SVG),#DB7093,219,112,147
orchid,#DB70DB,219,112,219
tan,#DB9370,219,147,112
ham,#DB9EA6,219,158,166
goldenrod,#DBDB70,219,219,112
gray86,#DBDBDB,219,219,219
moon,#DBE6E0,219,230,224
mint blue,#DBFEF8,219,254,248
crimson (SVG),#DC143C,220,20,60
kumquat,#DC8909,220,137,9
pink candy,#DCA2CD,220,162,205
gainsboro (SVG),#DCDCDC,220,220,220
sign orange,#DD7500,221,117,0
plum (SVG),#DDA0DD,221,160,221
carnation,#DE85B1,222,133,177
burlywood (SVG),#DEB887,222,184,135
gray87,#DEDEDE,222,222,222
cashew,#DFAE74,223,174,116
melonrindgreen,#DFFFA5,223,255,165
soylent red,#E04006,224,64,6
pink jeep,#E0427F,224,66,127
medium orchid1,#E066FF,224,102,255
yellow perch,#E0D873,224,216,115
stainless steel,#E0DFDB,224,223,219
gray88,#E0E0E0,224,224,224
honeydew2,#E0EEE0,224,238,224
azure2,#E0EEEE,224,238,238
lightcyan (SVG),#E0FFFF,224,255,255
pecan,#E18E2E,225,142,46
cream city brick,#E2DDB5,226,221,181
geraniumlake,#E31230,227,18,48
cadmiumreddeep,#E3170D,227,23,13
alizarin crimson,#E32636,227,38,54
madderlakedeep,#E32E30,227,46,48
rosemadder,#E33638,227,54,56
hematite,#E35152,227,81,82
marsyellow,#E3701A,227,112,26
yellowochre,#E38217,227,130,23
melon,#E3A869,227,168,105
banana,#E3CF57,227,207,87
gray89,#E3E3E3,227,227,227
mandarianorange,#E47833,228,120,51
beer,#E5BC3B,229,188,59
gray90,#E5E5E5,229,229,229
semisweet chocolate2,#E6B426,230,180,38
lavender (SVG),#E6E6FA,230,230,250
silver,#E6E8FA,230,232,250
tongue,#E79EA9,231,158,169
espresso,#E7C6A5,231,198,165
dark wheat,#E8C782,232,199,130
gray91,#E8E8E8,232,232,232
chrome,#E8F1D4,232,241,212
darksalmon (SVG),#E9967A,233,150,122
light wood,#E9C2A6,233,194,166
plum2,#EAADEA,234,173,234
strawberry smoothie,#EAB5C5,234,181,197
medium goldenrod,#EAEAAE,234,234,174
cherry,#EB5E66,235,94,102
newtan,#EBC79E,235,199,158
pistachio shell,#EBCEAC,235,206,172
gray92,#EBEBEB,235,235,235
piglet snout,#ECC3BF,236,195,191
corfu pink,#ECC8EC,236,200,236
carrot,#ED9121,237,145,33
light copper,#EDC393,237,195,147
golden delicious apple,#EDCB62,237,203,98
gray93,#EDEDED,237,237,237
red2 (Hex3),#EE0000,238,0,0
magenta2 (Hex3),#EE00EE,238,0,238
deeppink2,#EE1289,238,18,137
firebrick2,#EE2C2C,238,44,44
maroon2,#EE30A7,238,48,167
violetred2,#EE3A8C,238,58,140
brown2,#EE3B3B,238,59,59
orangered2,#EE4000,238,64,0
tomato2,#EE5C42,238,92,66
indianred2,#EE6363,238,99,99
coral2,#EE6A50,238,106,80
hotpink2,#EE6AA7,238,106,167
darkorange2,#EE7600,238,118,0
chocolate2,#EE7621,238,118,33
sienna2,#EE7942,238,121,66
palevioletred2,#EE799F,238,121,159
orchid2,#EE7AE9,238,122,233
salmon2,#EE8262,238,130,98
violet (SVG),#EE82EE,238,130,238
tan (Hex3),#EE8833,238,136,51
light salmon2,#EE9572,238,149,114
orange2,#EE9A00,238,154,0
tan2,#EE9A49,238,154,73
light pink2,#EEA2AD,238,162,173
pink2,#EEA9B8,238,169,184
darkgoldenrod2,#EEAD0E,238,173,14
plum2,#EEAEEE,238,174,238
goldenrod2,#EEB422,238,180,34
rosybrown2,#EEB4B4,238,180,180
burlywood2,#EEC591,238,197,145
gold2,#EEC900,238,201,0
peachpuff2,#EECBAD,238,203,173
navajowhite2,#EECFA1,238,207,161
thistle2,#EED2EE,238,210,238
bisque2,#EED5B7,238,213,183
mistyrose2,#EED5D2,238,213,210
beach sand,#EED6AF,238,214,175
wheat2,#EED8AE,238,216,174
light goldenrod2,#EEDC82,238,220,130
light goldenrod,#EEDD82,238,221,130
antiquewhite2,#EEDFCC,238,223,204
lavenderblush2,#EEE0E5,238,224,229
seashell2,#EEE5DE,238,229,222
khaki2,#EEE685,238,230,133
palegoldenrod (SVG),#EEE8AA,238,232,170
cornsilk2,#EEE8CD,238,232,205
lemonchiffon2,#EEE9BF,238,233,191
snow2,#EEE9E9,238,233,233
yellow candy,#EEEB8D,238,235,141
yellow2 (Hex3),#EEEE00,238,238,0
light yellow2,#EEEED1,238,238,209
ivory2,#EEEEE0,238,238,224
lightcoral (SVG),#F08080,240,128,128
pyridiumorange,#F0A804,240,168,4
khaki (SVG),#F0E68C,240,230,140
gray94,#F0F0F0,240,240,240
aliceblue (SVG),#F0F8FF,240,248,255
honeydew (SVG),#F0FFF0,240,255,240
azure (SVG),#F0FFFF,240,255,255
watermelon pulp,#F2473F,242,71,63
gray95,#F2F2F2,242,242,242
grapefruit,#F3E88E,243,232,142
sandybrown (SVG),#F4A460,244,164,96
soylent yellow,#F4F776,244,247,118
cranberry jello,#F54D70,245,77,112
pummelo pulp,#F5785A,245,120,90
wheat (SVG),#F5DEB3,245,222,179
beige (SVG),#F5F5DC,245,245,220
whitesmoke (SVG),#F5F5F5,245,245,245
mintcream (SVG),#F5FFFA,245,255,250
pomegranate,#F64D54,246,77,84
dog tongue,#F6A4D5,246,164,213
pink cloud,#F6A8B6,246,168,182
bermuda sand,#F6C9CC,246,201,204
pink shell,#F6CCDA,246,204,218
cotton candy,#F7B3DA,247,179,218
gray97,#F7F7F7,247,247,247
orange crush,#F87531,248,117,49
ghostwhite (SVG),#F8F8FF,248,248,255
raspberry red,#FA1D2F,250,29,47
salmon (SVG),#FA8072,250,128,114
cantaloupe pulp,#FA9A50,250,154,80
antiquewhite (SVG),#FAEBD7,250,235,215
linen (SVG),#FAF0E6,250,240,230
lightgoldenrodyellow (SVG),#FAFAD2,250,250,210
gray98,#FAFAFA,250,250,250
apricot,#FBA16C,251,161,108
gummi yellow,#FBDB0C,251,219,12
corn,#FBEC5D,251,236,93
gummi red,#FC1501,252,21,1
packer gold,#FCB514,252,181,20
sign yellow,#FCD116,252,209,22
bread,#FCD59C,252,213,156
pineapple,#FCDC3B,252,220,59
eggshell,#FCE6C9,252,230,201
gray99,#FCFCFC,252,252,252
titaniumwhite,#FCFFF0,252,255,240
oldlace (SVG),#FDF5E6,253,245,230
zincwhite,#FDF8FF,253,248,255
honey,#FEE5AC,254,229,172
desert sand,#FEE8D6,254,232,214
peach,#FEF0DB,254,240,219
buttermilk,#FEF1B5,254,241,181
red (Safe 16 SVG Hex3),#FF0000,255,0,0
bright red (Safe Hex3),#FF0033,255,0,51
broadwaypink (Safe Hex3),#FF0066,255,0,102
orangered,#FF007F,255,0,127
fuchsia2 (Hex3),#FF00AA,255,0,170
rose (Safe Hex3),#FF00CC,255,0,204
fuchsia (Safe 16 SVG Hex3),#FF00FF,255,0,255
magenta (Safe 16=fuchsia SVG Hex3),#FF00FF,255,0,255
cadmiumredlight,#FF030D,255,3,13
deeppink (SVG),#FF1493,255,20,147
spicypink,#FF1CAE,255,28,174
orangered,#FF2400,255,36,0
firebrick1,#FF3030,255,48,48
nectarine (Safe Hex3),#FF3300,255,51,0
novascotia salmon (Safe Hex3),#FF3333,255,51,51
maroon1,#FF34B3,255,52,179
greenishumber,#FF3D0D,255,61,13
violetred1,#FF3E96,255,62,150
orangered4,#FF4040,255,64,64
orangered (SVG),#FF4500,255,69,0
safety cone,#FF5333,255,83,51
fleshochre,#FF5721,255,87,33
cadmiumorange,#FF6103,255,97,3
tomato (SVG),#FF6347,255,99,71
orange (Safe Hex3),#FF6600,255,102,0
seattle salmon (Safe Hex3),#FF6666,255,102,102
hotpink (SVG),#FF69B4,255,105,180
indianred1,#FF6A6A,255,106,106
hotpink1,#FF6EB4,255,110,180
neonpink,#FF6EC7,255,110,199
tangerine,#FF7216,255,114,22
coral1,#FF7256,255,114,86
oregon salmon (Hex3),#FF7722,255,119,34
orange5,#FF7D40,255,125,64
darkorange1,#FF7F00,255,127,0
chocolate1,#FF7F24,255,127,36
coral (SVG),#FF7F50,255,127,80
orange,#FF8000,255,128,0
sienna1,#FF8247,255,130,71
palevioletred1,#FF82AB,255,130,171
orchid1,#FF83FA,255,131,250
darkorange5,#FF8600,255,134,0
darkorange (SVG),#FF8C00,255,140,0
salmon1,#FF8C69,255,140,105
bubble gum,#FF92BB,255,146,187
cadmiumyellow,#FF9912,255,153,18
peach (Hex3),#FF9955,255,153,85
lightsalmon (SVG),#FFA07A,255,160,122
orange (SVG),#FFA500,255,165,0
tan1,#FFA54F,255,165,79
naplesyellowdeep,#FFA812,255,168,18
aureolineyellow,#FFA824,255,168,36
gold7 (Hex3),#FFAA00,255,170,0
peachpuff,#FFADB9,255,173,185
light pink1,#FFAEB9,255,174,185
cadmium yellowlight,#FFB00F,255,176,15
pink1,#FFB5C5,255,181,197
lightpink (SVG),#FFB6C1,255,182,193
darkgoldenrod1,#FFB90F,255,185,15
plum1 (Hex3),#FFBBFF,255,187,255
pink (SVG),#FFC0CB,255,192,203
goldenrod1,#FFC125,255,193,37
rosybrown1,#FFC1C1,255,193,193
cheddar,#FFC469,255,196,105
mustard (Hex3),#FFCC11,255,204,17
sand (Safe Hex3),#FFCC99,255,204,153
flatpink (Safe Hex3),#FFCCCC,255,204,204
burlywood1,#FFD39B,255,211,155
gold (SVG),#FFD700,255,215,0
peachpuff (SVG),#FFDAB9,255,218,185
navajowhite (SVG),#FFDEAD,255,222,173
thistle1,#FFE1FF,255,225,255
cadmiumlemon,#FFE303,255,227,3
moccasin (SVG),#FFE4B5,255,228,181
bisque (SVG),#FFE4C4,255,228,196
mistyrose (SVG),#FFE4E1,255,228,225
yolk,#FFE600,255,230,0
wheat1,#FFE7BA,255,231,186
blanchedalmond (SVG),#FFEBCD,255,235,205
light goldenrod1,#FFEC8B,255,236,139
papayawhip (SVG),#FFEFD5,255,239,213
antiquewhite1,#FFEFDB,255,239,219
lavenderblush (SVG),#FFF0F5,255,240,245
seashell (SVG),#FFF5EE,255,245,238
khaki1,#FFF68F,255,246,143
cornsilk (SVG),#FFF8DC,255,248,220
lemonchiffon (SVG),#FFFACD,255,250,205
floralwhite (SVG),#FFFAF0,255,250,240
snow (SVG),#FFFAFA,255,250,250
coconut,#FFFCCF,255,252,207
yellow (Safe 16 SVG Hex3),#FFFF00,255,255,0
papaya,#FFFF7E,255,255,126
popcornyellow (Hex3),#FFFFAA,255,255,170
bone (Safe Hex3),#FFFFCC,255,255,204
lightyellow (SVG),#FFFFE0,255,255,224
ivory (SVG),#FFFFF0,255,255,240
white (Safe 16 SVG Hex3),#FFFFFF,255,255,255
